ts,key,value
2024-01-09 02:26:44.000,0,2000.0
2024-01-09 02:26:42.000,0,2000.0
2024-01-09 02:26:48.000,0,2000.0
2024-01-08 19:31:38.059,0,2000.0
2024-01-09 02:26:49.000,0,2000.0
2024-01-09 02:26:46.000,0,2000.0
2024-01-08 19:32:28.325,0,2000.0
2024-01-09 02:26:50.000,0,2000.0
2024-01-08 19:31:57.954,0,2000.0
2024-01-09 02:26:52.000,0,2000.0
2024-01-08 19:31:59.304,0,2000.0
2024-01-08 19:32:02.933,0,2000.0
2024-01-09 02:26:56.000,0,2000.0
2024-01-09 02:26:59.000,0,2000.0
2024-01-09 02:26:56.000,0,2000.0
2024-01-09 02:26:56.000,0,2000.0
2024-01-09 02:27:02.000,0,2000.0
2024-01-09 02:26:59.000,0,2000.0
2024-01-09 02:26:59.000,0,2000.0
2024-01-09 02:27:01.000,0,2000.0
2024-01-08 19:31:58.514,0,2000.0
2024-01-08 19:32:02.138,0,2000.0
2024-01-09 02:27:03.000,0,2000.0
2024-01-09 02:27:07.000,0,2000.0
2024-01-08 19:32:45.152,0,2000.0
2024-01-08 19:32:42.303,0,2000.0
2024-01-09 02:27:07.000,0,2000.0
2024-01-09 02:27:12.000,0,2000.0
2024-01-08 19:32:31.867,0,2000.0
2024-01-08 19:32:06.359,0,2000.0
2024-01-09 02:27:13.000,0,2000.0
2024-01-09 02:27:17.000,0,2000.0
2024-01-08 19:32:36.013,0,2000.0
2024-01-09 02:27:14.000,0,2000.0
2024-01-09 02:27:19.000,0,2000.0
2024-01-09 02:27:18.000,0,2000.0
2024-01-09 02:27:22.000,0,2000.0
2024-01-09 02:27:22.000,0,2000.0
2024-01-08 19:32:58.991,0,2000.0
2024-01-09 02:27:23.000,0,2000.0
2024-01-08 19:33:02.464,0,2000.0
2024-01-09 02:27:24.000,0,2000.0
2024-01-08 19:32:49.061,0,2000.0
2024-01-09 02:27:25.000,0,2000.0
2024-01-09 02:27:28.000,0,2000.0
2024-01-09 02:27:26.000,0,2000.0
2024-01-09 02:27:32.000,0,2000.0
2024-01-09 02:27:28.000,0,2000.0
2024-01-08 19:32:47.956,0,2000.0
2024-01-08 19:32:26.539,0,2000.0
2024-01-08 19:32:45.435,0,2000.0
2024-01-08 19:32:31.406,0,2000.0
2024-01-09 02:27:38.000,0,2000.0
2024-01-08 19:32:41.611,0,2000.0
2024-01-09 02:27:38.000,0,2000.0
2024-01-09 02:27:39.000,0,2000.0
2024-01-09 02:27:39.000,0,2000.0
2024-01-09 02:27:42.000,0,2000.0
2024-01-08 19:32:42.081,0,2000.0
2024-01-08 19:33:11.544,0,2000.0
2024-01-09 02:27:41.000,0,2000.0
2024-01-09 02:27:45.000,0,2000.0
2024-01-09 02:27:45.000,0,2000.0
2024-01-08 19:33:19.853,0,2000.0
2024-01-08 19:33:10.686,0,2000.0
2024-01-09 02:27:48.000,0,2000.0
2024-01-08 19:32:44.052,0,2000.0
2024-01-08 19:33:00.384,0,2000.0
2024-01-09 02:27:49.000,0,2000.0
2024-01-09 02:27:50.000,0,2000.0
2024-01-08 19:33:02.514,0,2000.0
2024-01-08 19:33:16.993,0,2000.0
2024-01-09 02:27:53.000,0,2000.0
2024-01-09 02:27:57.000,0,2000.0
2024-01-08 19:32:48.296,0,2000.0
2024-01-08 19:33:05.391,0,2000.0
2024-01-09 02:27:57.000,0,2000.0
2024-01-09 02:28:01.000,0,2000.0
2024-01-09 02:28:01.000,0,2000.0
2024-01-09 02:28:01.000,0,2000.0
2024-01-09 02:28:04.000,0,2000.0
2024-01-09 02:28:04.000,0,2000.0
2024-01-08 19:33:19.639,0,2000.0
2024-01-08 19:33:27.737,0,2000.0
2024-01-08 19:33:26.636,0,2000.0
2024-01-09 02:28:07.000,0,2000.0
2024-01-09 02:28:10.000,0,2000.0
2024-01-08 19:33:50.765,0,2000.0
2024-01-08 19:33:36.848,0,2000.0
2024-01-08 19:33:20.054,0,2000.0
2024-01-09 02:28:12.000,0,2000.0
2024-01-09 02:28:12.000,0,2000.0
2024-01-09 02:28:16.000,0,2000.0
2024-01-09 02:28:17.000,0,2000.0
2024-01-09 02:28:20.000,0,2000.0
2024-01-09 02:28:17.000,0,2000.0
2024-01-08 19:33:44.140,0,2000.0
2024-01-09 02:28:22.000,0,2000.0
2024-01-09 02:28:20.000,0,2000.0
2024-01-09 02:28:20.000,0,2000.0
2024-01-08 19:33:55.432,0,2000.0
2024-01-09 02:28:22.000,0,2000.0
2024-01-08 19:33:52.948,0,2000.0
2024-01-09 02:28:28.000,0,2000.0
2024-01-09 02:28:26.000,0,2000.0
2024-01-09 02:28:31.000,0,2000.0
2024-01-08 19:34:10.946,0,2000.0
2024-01-09 02:28:33.000,0,2000.0
2024-01-08 19:33:29.598,0,2000.0
2024-01-09 02:28:30.000,0,2000.0
